# ops request: type='db'
# SELECT strategy_id AS s, exit_ts AS t, entry_delay_sec AS lag, ROUND(gross_pct,3) AS g, size_sol AS sz, ROUND(net_sol,5) AS net, scaled_out AS sc, substr(mint,1,10) AS mint, substr(lead_wallet,1,10) AS lead FROM copy_trades WHERE status='closed' AND net_sol IS NOT NULL AND strategy_id IN ('copy-hotlead-strict','copy-hotlead-strict-hi','copy-fable-leadcap') ORDER BY exit_ts ASC, id ASC
  s                      | t          | lag | g       | sz  | net      | sc | mint       | lead      
  copy-hotlead-strict    | 1782141961 | 5   | -1.632  | 0.5 | -0.02316 | 0  | aSRXTc2BRb | 6FYgn2apNX
  copy-hotlead-strict    | 1782142326 | 5   | -46.315 | 0.5 | -0.24658 | 0  | HDNgVyy6gi | DVhwSE98dH
  copy-hotlead-strict    | 1782143327 | 5   | 107.739 | 0.5 | 0.52369  | 0  | DRuiWiackJ | BdQjY2iBXu
  copy-hotlead-strict    | 1782144040 | 5   | -33.476 | 0.5 | -0.18238 | 0  | AZZDdQf6vF | 6FYgn2apNX
  copy-hotlead-strict    | 1782144361 | 5   | 279.733 | 0.5 | 1.38366  | 0  | FgrnkD6Meh | DVhwSE98dH
  copy-hotlead-strict    | 1782144665 | 5   | 16.063  | 0.5 | 0.06532  | 0  | HKBFkmdMt2 | 6FYgn2apNX
  copy-hotlead-strict    | 1782145266 | 5   | -16.111 | 0.5 | -0.09555 | 0  | 7AZPFMALNA | 6FYgn2apNX
  copy-hotlead-strict    | 1782145813 | 5   | 6.975   | 0.5 | 0.01987  | 0  | 4u1PPMtchn | 6FYgn2apNX
  copy-hotlead-strict    | 1782146865 | 5   | -30.346 | 0.5 | -0.16673 | 0  | H3zBBrwNVH | 6FYgn2apNX
  copy-hotlead-strict    | 1782147261 | 5   | -36.572 | 0.5 | -0.19786 | 0  | GZcoGRW21B | DVhwSE98dH
  copy-hotlead-strict    | 1782147487 | 5   | -71.726 | 0.5 | -0.37363 | 0  | DtgneYfuPv | 4sRjm252FQ
  copy-hotlead-strict    | 1782148689 | 5   | -45.972 | 0.5 | -0.24486 | 0  | F39b2qQZKD | 9LxMdvs1m8
  copy-hotlead-strict    | 1782148910 | 5   | -30.461 | 0.5 | -0.16731 | 0  | GsBaMkqpR2 | 5q8osC4CZR
  copy-hotlead-strict    | 1782149085 | 5   | 103.943 | 0.5 | 0.50471  | 0  | GsBaMkqpR2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782149460 | 5   | -36.007 | 0.5 | -0.19504 | 0  | GsBaMkqpR2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782149489 | 5   | -42.265 | 0.5 | -0.22633 | 0  | GsBaMkqpR2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782149771 | 5   | -14.941 | 0.5 | -0.0897  | 0  | wF4Cdd3h7T | 6FYgn2apNX
  copy-hotlead-strict    | 1782151414 | 5   | 103.563 | 0.5 | 0.50281  | 0  | GsBaMkqpR2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782152163 | 5   | 109.538 | 0.5 | 0.53269  | 0  | GsBaMkqpR2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782152225 | 5   | -31.93  | 0.5 | -0.17465 | 0  | 4fPV1ipmB2 | 6FYgn2apNX
  copy-hotlead-strict    | 1782152583 | 5   | -10.721 | 0.5 | -0.0686  | 0  | cY435H7F4w | 6FYgn2apNX
  copy-hotlead-strict    | 1782154231 | 5   | -32.937 | 0.5 | -0.17968 | 0  | DXEkQNEDw7 | 57YFGs6GXT
  copy-hotlead-strict    | 1782154585 | 5   | -8.852  | 0.5 | -0.05926 | 0  | 8pi93sWLg5 | 6FYgn2apNX
  copy-hotlead-strict    | 1782155826 | 5   | -40.011 | 0.5 | -0.21506 | 0  | GsBaMkqpR2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782156457 | 5   | -53.453 | 0.5 | -0.28226 | 0  | FLsHdNsda9 | B6yHBbrfZV
  copy-hotlead-strict    | 1782159681 | 5   | -36.614 | 0.5 | -0.19807 | 0  | 7WrfeDEmRS | 57YFGs6GXT
  copy-hotlead-strict    | 1782159730 | 5   | -32.337 | 0.5 | -0.17668 | 0  | 7WrfeDEmRS | BdQjY2iBXu
  copy-hotlead-strict    | 1782160630 | 5   | -96.387 | 0.5 | -0.49694 | 0  | Cv3uW8jFGj | 57YFGs6GXT
  copy-hotlead-strict    | 1782161032 | 5   | -31.4   | 0.5 | -0.172   | 0  | 73bxJcgi4u | 57YFGs6GXT
  copy-hotlead-strict    | 1782164045 | 5   | -7.838  | 0.5 | -0.05419 | 0  | ENRAEN9ass | CXVJewdc79
  copy-hotlead-strict    | 1782166183 | 5   | -31.031 | 0.5 | -0.17015 | 0  | GHkq9XTDxp | 5aXbFCpg5f
  copy-hotlead-strict    | 1782168874 | 5   | 218.279 | 0.5 | 1.0764   | 0  | iYd2trA8bW | 4RDNo5BBAj
  copy-hotlead-strict    | 1782169538 | 5   | -36.805 | 0.5 | -0.19903 | 0  | GisFb9C8yA | B6yHBbrfZV
  copy-hotlead-strict    | 1782172378 | 5   | -33.951 | 0.5 | -0.18476 | 0  | E4xUQVXN4N | CTuMDfnkJ9
  copy-hotlead-strict    | 1782175201 | 5   | -12.788 | 0.5 | -0.07894 | 0  | 4itQWnTLMa | 5hYsHp8HWF
  copy-hotlead-strict    | 1782179809 | 5   | -33.641 | 0.5 | -0.18321 | 0  | VANT7vBTHv | B6yHBbrfZV
  copy-hotlead-strict    | 1782180630 | 5   | -95.867 | 0.5 | -0.49433 | 0  | 6XLV5xsr5q | 5aXbFCpg5f
  copy-hotlead-strict    | 1782181733 | 5   | -31.065 | 0.5 | -0.17033 | 0  | Et3nNiuGyh | 5KcqJ7NFA9
  copy-hotlead-strict    | 1782182881 | 5   | -98.466 | 0.5 | -0.50733 | 0  | BnuqnZoR4X | HDeRTCPU5F
  copy-hotlead-strict    | 1782183402 | 5   | -36.831 | 0.5 | -0.19915 | 0  | BCNSwbxk5q | 6FYgn2apNX
  copy-hotlead-strict    | 1782188032 | 5   | -31.908 | 0.5 | -0.17454 | 0  | Et3nNiuGyh | 9LxMdvs1m8
  copy-hotlead-strict    | 1782188112 | 5   | 104.306 | 0.5 | 0.50653  | 0  | 5CEmkBg63P | HDeRTCPU5F
  copy-hotlead-strict    | 1782188306 | 5   | -93.868 | 0.5 | -0.48434 | 0  | 6zg4ztzozn | 5dU3trzb5u
  copy-hotlead-strict    | 1782188637 | 5   | -33.504 | 0.5 | -0.18252 | 0  | 5CEmkBg63P | HM5iEcL9h1
  copy-hotlead-strict    | 1782189869 | 5   | -90.646 | 0.5 | -0.46823 | 0  | 6GQQV5iXAs | 5wTqTAZSGW
  copy-hotlead-strict    | 1782190392 | 5   | 13.216  | 0.5 | 0.05108  | 0  | 4HMvFdd7Ra | 9LxMdvs1m8
  copy-hotlead-strict    | 1782190668 | 5   | 12.457  | 0.5 | 0.04729  | 0  | 4yum7nfMZ3 | 9LxMdvs1m8
  copy-hotlead-strict    | 1782191667 | 5   | -91.173 | 0.5 | -0.47086 | 0  | 9Awtf1M8pZ | 4sRjm252FQ
  copy-hotlead-strict    | 1782195378 | 5   | 101.382 | 0.5 | 0.49191  | 0  | DtgneYfuPv | CvTPH1CxTU
  copy-hotlead-strict    | 1782197449 | 5   | -30.944 | 0.5 | -0.16972 | 0  | DtgneYfuPv | 4sRjm252FQ
  copy-hotlead-strict    | 1782198926 | 5   | -33.559 | 0.5 | -0.18279 | 0  | DtgneYfuPv | 4sRjm252FQ
  copy-hotlead-strict    | 1782200819 | 5   | -30.052 | 0.5 | -0.16526 | 0  | 6YqsppC6qj | CvTPH1CxTU
  copy-hotlead-strict    | 1782201899 | 5   | -12.852 | 0.5 | -0.07926 | 0  | 9id8m4u1SC | CTuMDfnkJ9
  copy-hotlead-strict    | 1782204152 | 5   | -34.445 | 0.5 | -0.18723 | 0  | DtgneYfuPv | 4sRjm252FQ
  copy-hotlead-strict    | 1782204859 | 5   | 106.384 | 0.5 | 0.51692  | 0  | DtgneYfuPv | CvTPH1CxTU
  copy-hotlead-strict    | 1782205550 | 5   | -30.017 | 0.5 | -0.16509 | 0  | DtgneYfuPv | CvTPH1CxTU
  copy-hotlead-strict    | 1782209142 | 5   | -31.073 | 0.5 | -0.17037 | 0  | Et3nNiuGyh | 5KcqJ7NFA9
  copy-hotlead-strict    | 1782209182 | 5   | 69.154  | 0.5 | 0.33077  | 0  | A6VcXrUUYj | 6FYgn2apNX
  copy-hotlead-strict    | 1782209849 | 5   | -4.602  | 0.5 | -0.03801 | 0  | DSZeB6pCzZ | 6FYgn2apNX
  copy-hotlead-strict    | 1782211906 | 5   | -34.94  | 0.5 | -0.1897  | 0  | ZTpvi7fKwR | 2bVqHKY1ED
  copy-hotlead-strict    | 1782213146 | 5   | -30.426 | 0.5 | -0.16713 | 0  | 9id8m4u1SC | CTuMDfnkJ9
  copy-hotlead-strict    | 1782213583 | 5   | -34.509 | 0.5 | -0.18754 | 0  | FtgKs1pyNh | HntvSoXq7C
  copy-hotlead-strict    | 1782213945 | 5   | -39.131 | 0.5 | -0.21065 | 0  | DuDLL7AEzP | DcQKToPywy
  copy-hotlead-strict    | 1782225837 | 5   | 101.499 | 0.5 | 0.49249  | 0  | DwHTcxdWp9 | Ex3BcKVGbN
  copy-hotlead-strict    | 1782229033 | 5   | -31.407 | 0.5 | -0.17204 | 0  | iYd2trA8bW | DcQKToPywy
  copy-hotlead-strict    | 1782229692 | 5   | 100.566 | 0.5 | 0.48783  | 0  | DwHTcxdWp9 | Ex3BcKVGbN
  copy-hotlead-strict    | 1782232958 | 5   | 43.062  | 0.5 | 0.20031  | 0  | 2Bu4Fo5TJD | CvTPH1CxTU
  copy-hotlead-strict    | 1782233058 | 5   | -31.688 | 0.5 | -0.17344 | 0  | AF37dn6WSN | DcQKToPywy
  copy-hotlead-strict    | 1782238693 | 5   | -5.551  | 0.5 | -0.04276 | 0  | DtgneYfuPv | 2f4e7c2f6h
  copy-hotlead-strict    | 1782238910 | 5   | 101.503 | 0.5 | 0.49252  | 0  | DFuqqEm3ng | AE7neeVw9N
  copy-hotlead-strict    | 1782239656 | 5   | -31.761 | 0.5 | -0.17381 | 0  | 5pW3GrT89v | BdQjY2iBXu
  copy-hotlead-strict    | 1782242552 | 5   | -35.098 | 0.5 | -0.19049 | 0  | HeYRf1NKze | BdQjY2iBXu
  copy-hotlead-strict    | 1782248007 | 5   | -36.095 | 0.5 | -0.19548 | 0  | DFuqqEm3ng | 5wTqTAZSGW
  copy-hotlead-strict    | 1782251468 | 5   | 120.67  | 0.5 | 0.58835  | 0  | BouVwirMiB | BdQjY2iBXu
  copy-hotlead-strict    | 1782254046 | 5   | -39.281 | 0.5 | -0.21141 | 0  | BouVwirMiB | BdQjY2iBXu
  copy-hotlead-strict    | 1782256510 | 5   | -14.626 | 0.5 | -0.08813 | 0  | DoBtyHG3s2 | CHvWpTWTZX
  copy-hotlead-strict    | 1782257167 | 5   | 112.759 | 0.5 | 0.54879  | 0  | 5NUHtG49aG | 5aXbFCpg5f
  copy-hotlead-strict    | 1782259119 | 5   | 101.345 | 0.5 | 0.49173  | 0  | DQjxb55E8f | 5KcqJ7NFA9
  copy-hotlead-strict    | 1782263370 | 5   | -31.601 | 0.5 | -0.17301 | 0  | Dw6LuYBsWi | 5aXbFCpg5f
  copy-hotlead-strict    | 1782263777 | 5   | -30.736 | 0.5 | -0.16868 | 0  | QHhbroZxDS | 57YFGs6GXT
  copy-hotlead-strict    | 1782263778 | 5   | 251.257 | 0.5 | 1.24128  | 0  | Huo6S8GEFr | B6yHBbrfZV
  copy-hotlead-strict    | 1782264574 | 5   | 125.639 | 0.5 | 0.61319  | 0  | f4JXArtwRu | 57YFGs6GXT
  copy-hotlead-strict    | 1782265300 | 5   | -41.01  | 0.5 | -0.22005 | 0  | f4JXArtwRu | 57YFGs6GXT
  copy-hotlead-strict    | 1782265773 | 5   | -34.749 | 0.5 | -0.18874 | 0  | FtgKs1pyNh | 5wTqTAZSGW
  copy-hotlead-strict    | 1782272577 | 5   | -31.382 | 0.5 | -0.17191 | 0  | GzonecjdxZ | 6FYgn2apNX
  copy-hotlead-strict    | 1782273493 | 5   | 33.263  | 0.5 | 0.15131  | 0  | EXSVnNWX3C | 5KcqJ7NFA9
  copy-hotlead-strict    | 1782273652 | 5   | -30.368 | 0.5 | -0.16684 | 0  | AjZRoqXkVN | 6FYgn2apNX
  copy-hotlead-strict    | 1782275379 | 5   | -31.721 | 0.5 | -0.17361 | 0  | F8sTbMUfP2 | 3ricXXziD2
  copy-hotlead-strict    | 1782275558 | 5   | -30.131 | 0.5 | -0.16565 | 0  | EG4YDvwU9e | CvTPH1CxTU
  copy-hotlead-strict    | 1782275705 | 5   | -56.418 | 0.5 | -0.29709 | 0  | EG4YDvwU9e | HntvSoXq7C
  copy-hotlead-strict    | 1782275805 | 5   | -56.447 | 0.5 | -0.29724 | 0  | EG4YDvwU9e | HDeRTCPU5F
  copy-hotlead-strict    | 1782277352 | 5   | 104.932 | 0.5 | 0.50966  | 0  | 9cjcMhk8Wb | 6FYgn2apNX
  copy-hotlead-strict    | 1782277602 | 5   | -97.61  | 0.5 | -0.50305 | 0  | 4yTNnELQTQ | CvTPH1CxTU
  copy-hotlead-strict    | 1782277949 | 5   | -30.378 | 0.5 | -0.16689 | 0  | BCNSwbxk5q | 6FYgn2apNX
  copy-hotlead-strict    | 1782278256 | 5   | -93.837 | 0.5 | -0.48418 | 0  | GSHASZ3G1C | 6bGiX9mX1s
  copy-hotlead-strict    | 1782280113 | 5   | -57.042 | 0.5 | -0.30021 | 0  | GWmmE9n99M | HntvSoXq7C
  copy-hotlead-strict    | 1782280144 | 5   | 166.014 | 0.5 | 0.81507  | 0  | GWmmE9n99M | 4sRjm252FQ
  copy-hotlead-strict    | 1782280411 | 5   | 110.526 | 0.5 | 0.53763  | 0  | GWmmE9n99M | AE7neeVw9N
  copy-hotlead-strict    | 1782281381 | 5   | -94.517 | 0.5 | -0.48759 | 0  | AaZkiPKvze | HntvSoXq7C
  copy-hotlead-strict    | 1782281385 | 5   | 110.24  | 0.5 | 0.5362   | 0  | GWmmE9n99M | 6bGiX9mX1s
  copy-hotlead-strict    | 1782282036 | 5   | -39.675 | 0.5 | -0.21338 | 0  | GWmmE9n99M | 6bGiX9mX1s
  copy-hotlead-strict    | 1782282859 | 5   | -32.365 | 0.5 | -0.17682 | 0  | ELG8rqj4TD | HDeRTCPU5F
  copy-hotlead-strict    | 1782283566 | 5   | -30.165 | 0.5 | -0.16583 | 0  | GWmmE9n99M | 4sRjm252FQ
  copy-hotlead-strict    | 1782283640 | 5   | -40.357 | 0.5 | -0.21678 | 0  | GWmmE9n99M | HM5iEcL9h1
  copy-hotlead-strict    | 1782283715 | 5   | -45.923 | 0.5 | -0.24461 | 0  | GWmmE9n99M | HDeRTCPU5F
  copy-hotlead-strict    | 1782283817 | 5   | -47.015 | 0.5 | -0.25007 | 0  | GWmmE9n99M | HM5iEcL9h1
  copy-hotlead-strict    | 1782283967 | 5   | -49.325 | 0.5 | -0.26163 | 0  | GWmmE9n99M | 2f4e7c2f6h
  copy-hotlead-strict    | 1782284068 | 5   | -37.047 | 0.5 | -0.20023 | 0  | GWmmE9n99M | 2f4e7c2f6h
  copy-hotlead-strict    | 1782285174 | 5   | -34.667 | 0.5 | -0.18833 | 0  | Doqpv6jVic | 6FYgn2apNX
  copy-hotlead-strict    | 1782287196 | 5   | -31.236 | 0.5 | -0.17118 | 0  | 9af7PmWRca | 6FYgn2apNX
  copy-hotlead-strict    | 1782287242 | 5   | -30.248 | 0.5 | -0.16624 | 0  | 4kwL9MEPRN | 6FYgn2apNX
  copy-hotlead-strict    | 1782289390 | 5   | -30.231 | 0.5 | -0.16615 | 0  | 2pCqFMWCdM | 6FYgn2apNX
  copy-hotlead-strict    | 1782291839 | 5   | -11.788 | 0.5 | -0.07394 | 0  | ENRAEN9ass | CXVJewdc79
  copy-hotlead-strict    | 1782292350 | 5   | -96.01  | 0.5 | -0.49505 | 0  | A6hRyr1XiK | HntvSoXq7C
  copy-hotlead-strict    | 1782293824 | 5   | 118.115 | 0.5 | 0.57557  | 0  | FtgKs1pyNh | 2f4e7c2f6h
  copy-hotlead-strict    | 1782294591 | 5   | -20.827 | 0.5 | -0.11913 | 0  | DgNoDybzHi | 6FYgn2apNX
  copy-hotlead-strict    | 1782296022 | 5   | 102.856 | 0.5 | 0.49928  | 0  | 6Fnnq2bRqz | 6FYgn2apNX
  copy-hotlead-strict    | 1782296121 | 5   | 120.97  | 0.5 | 0.58985  | 0  | cY435H7F4w | 6FYgn2apNX
  copy-hotlead-strict    | 1782297219 | 5   | 4.496   | 0.5 | 0.00748  | 0  | 4yum7nfMZ3 | B6yHBbrfZV
  copy-hotlead-strict    | 1782299346 | 5   | -2.402  | 0.5 | -0.02701 | 0  | CvXyWJRq3Z | 6FYgn2apNX
  copy-hotlead-strict    | 1782299781 | 5   | 100.673 | 0.5 | 0.48836  | 0  | AXLmMWkRmS | HDeRTCPU5F
  copy-hotlead-strict    | 1782300297 | 5   | 31.364  | 0.5 | 0.14182  | 0  | BohiYrLdvM | 6FYgn2apNX
  copy-hotlead-strict    | 1782301851 | 5   | 21.178  | 0.5 | 0.09089  | 0  | 6PuC6gyVfZ | 6FYgn2apNX
  copy-hotlead-strict    | 1782305685 | 5   | -33.458 | 0.5 | -0.18229 | 0  | 8Z9bH9K8hX | 57YFGs6GXT
  copy-hotlead-strict    | 1782306052 | 5   | -31.647 | 0.5 | -0.17323 | 0  | AN1JkjeZVR | 6FYgn2apNX
  copy-hotlead-strict    | 1782306939 | 5   | 105.208 | 0.5 | 0.51104  | 0  | zH27yBZiFa | 57YFGs6GXT
  copy-hotlead-strict    | 1782307255 | 5   | -16.309 | 0.5 | -0.09655 | 0  | 257nhfbcvh | 6FYgn2apNX
  copy-hotlead-strict    | 1782308407 | 5   | 18.79   | 0.5 | 0.07895  | 0  | HRzXDUDnd2 | 6FYgn2apNX
  copy-hotlead-strict    | 1782308507 | 5   | -18.161 | 0.5 | -0.1058  | 0  | CFCFc4sfCd | 6FYgn2apNX
  copy-hotlead-strict    | 1782309314 | 5   | -31.91  | 0.5 | -0.17455 | 0  | 9cjcMhk8Wb | 6FYgn2apNX
  copy-hotlead-strict    | 1782310067 | 5   | -50.137 | 0.5 | -0.26569 | 0  | CMerVtzjvK | 5q8osC4CZR
  copy-hotlead-strict    | 1782310135 | 5   | 29.821  | 0.5 | 0.1341   | 0  | 6QBku8sX6Y | 6FYgn2apNX
  copy-hotlead-strict    | 1782310310 | 5   | -19.98  | 0.5 | -0.1149  | 0  | 3bBQrzzq9D | 6FYgn2apNX
  copy-hotlead-strict    | 1782310961 | 5   | 1.689   | 0.5 | -0.00656 | 0  | 73jj6SFe9F | 6FYgn2apNX
  copy-hotlead-strict    | 1782312851 | 5   | -54.072 | 0.5 | -0.28536 | 0  | Gq2cxqMYYW | 5q8osC4CZR
  copy-hotlead-strict    | 1782312872 | 5   | -38.648 | 0.5 | -0.20824 | 0  | Cc2ath1QJ3 | 57YFGs6GXT
  copy-hotlead-strict    | 1782312888 | 5   | -1.534  | 0.5 | -0.02267 | 0  | GWmmE9n99M | 4sRjm252FQ
  copy-hotlead-strict    | 1782316982 | 5   | -31.939 | 0.5 | -0.1747  | 0  | 1HzvfoqESQ | CHvWpTWTZX
  copy-hotlead-strict    | 1782320142 | 5   | 117.267 | 0.5 | 0.57134  | 0  | 2wJDh4inEL | 7TiAUgZdLM
  copy-hotlead-strict    | 1782322719 | 5   | -33.438 | 0.5 | -0.18219 | 0  | GtUMBS89hA | CTuMDfnkJ9
  copy-hotlead-strict    | 1782323190 | 5   | -33.63  | 0.5 | -0.18315 | 0  | 24dzjDrCfU | 6FYgn2apNX
  copy-hotlead-strict    | 1782323369 | 5   | -31.619 | 0.5 | -0.17309 | 0  | 9eHVDZ2n1U | 5q8osC4CZR
  copy-hotlead-strict    | 1782323569 | 5   | -37.834 | 0.5 | -0.20417 | 0  | GtUMBS89hA | CTuMDfnkJ9
  copy-hotlead-strict    | 1782324201 | 5   | 109.714 | 0.5 | 0.53357  | 0  | EbnLFfTrjC | 9LxMdvs1m8
  copy-hotlead-strict    | 1782324748 | 5   | -39.439 | 0.5 | -0.21219 | 0  | 4ANsGgUB8b | SMACxb87aV
  copy-hotlead-strict    | 1782327882 | 5   | -30.491 | 0.5 | -0.16746 | 0  | 9Mu7b3pZ1U | 57YFGs6GXT
  copy-hotlead-strict    | 1782328165 | 5   | 107.981 | 0.5 | 0.52491  | 0  | 9Mu7b3pZ1U | CHvWpTWTZX
  copy-hotlead-strict    | 1782328827 | 5   | -30.652 | 0.5 | -0.16826 | 0  | A1njzHVUTW | 6svp2aaiJ7
  copy-hotlead-strict    | 1782329011 | 5   | 117.523 | 0.5 | 0.57261  | 0  | 9Mu7b3pZ1U | CHvWpTWTZX
  copy-hotlead-strict    | 1782329159 | 5   | -35.611 | 0.5 | -0.19305 | 0  | A1uwn68sW2 | 57YFGs6GXT
  copy-hotlead-strict    | 1782330254 | 5   | -30.762 | 0.5 | -0.16881 | 0  | 688Q2wQN9F | CHvWpTWTZX
  copy-hotlead-strict    | 1782330305 | 5   | -36.208 | 0.5 | -0.19604 | 0  | A1uwn68sW2 | CHvWpTWTZX
  copy-hotlead-strict    | 1782330961 | 5   | -33.818 | 0.5 | -0.18409 | 0  | 7wtu8CsTtB | SMACxb87aV
  copy-hotlead-strict    | 1782331869 | 5   | -47.669 | 0.5 | -0.25335 | 0  | 7Do1PBopvD | 5q8osC4CZR
  copy-hotlead-strict    | 1782332270 | 5   | 220.426 | 0.5 | 1.08713  | 0  | 4uyvFfxS2K | 5q8osC4CZR
  copy-hotlead-strict    | 1782334607 | 5   | -96.404 | 0.5 | -0.49702 | 0  | USAiqckFe1 | 7TiAUgZdLM
  copy-hotlead-strict    | 1782336716 | 5   | -31.152 | 0.5 | -0.17076 | 0  | 4xKykHGhJi | 5q8osC4CZR
  copy-hotlead-strict    | 1782343776 | 5   | -4.731  | 0.5 | -0.03865 | 0  | FRPasyBUHo | 6svp2aaiJ7
  copy-hotlead-strict    | 1782350003 | 5   | -33.841 | 0.5 | -0.1842  | 0  | HjZaRePWZ3 | 5KcqJ7NFA9
  copy-hotlead-strict    | 1782350951 | 5   | -31.874 | 0.5 | -0.17437 | 0  | 8gmyP2ssQF | 5q8osC4CZR
  copy-hotlead-strict    | 1782353641 | 5   | 5.768   | 0.5 | 0.01384  | 0  | 2wJDh4inEL | HntvSoXq7C
  copy-hotlead-strict    | 1782354316 | 5   | 22.602  | 0.5 | 0.09801  | 0  | BVePPccLdG | 57YFGs6GXT
  copy-hotlead-strict    | 1782355220 | 5   | 112.366 | 0.5 | 0.54683  | 0  | 9zTTCUMaWb | HDeRTCPU5F
  copy-hotlead-strict    | 1782356147 | 5   | 101.787 | 0.5 | 0.49394  | 0  | GDJDynz2wG | 6svp2aaiJ7
  copy-hotlead-strict    | 1782358282 | 5   | 130.243 | 0.5 | 0.63622  | 0  | y1Jx8x2yQC | 5aXbFCpg5f
  copy-hotlead-strict    | 1782362333 | 5   | -3.148  | 0.5 | -0.03074 | 0  | 9Mu7b3pZ1U | CHvWpTWTZX
  copy-hotlead-strict    | 1782362833 | 5   | 0.543   | 0.5 | -0.01228 | 0  | 2WhtDtUxWt | 3ricXXziD2
  copy-hotlead-strict    | 1782371215 | 5   | 11.832  | 0.5 | 0.04416  | 0  | DeaY79QpPq | 5aXbFCpg5f
  copy-hotlead-strict    | 1782377930 | 5   | -43.169 | 0.5 | -0.23085 | 0  | Dh34viZUpM | HDeRTCPU5F
  copy-hotlead-strict    | 1782378081 | 5   | -94.718 | 0.5 | -0.48859 | 0  | Dh34viZUpM | 5wTqTAZSGW
  copy-hotlead-strict    | 1782378735 | 5   | -98.213 | 0.5 | -0.50607 | 0  | 72T6RQLFc7 | HDeRTCPU5F
  copy-hotlead-strict    | 1782382560 | 5   | -34.279 | 0.5 | -0.18639 | 0  | 3cYFJEDnSx | HDeRTCPU5F
  copy-hotlead-strict    | 1782385554 | 5   | -11.142 | 0.5 | -0.07071 | 0  | 46xFLyPHXZ | 5pJ2icRDUh
  copy-hotlead-strict    | 1782386888 | 5   | 104.912 | 0.5 | 0.50956  | 0  | CSbGtm9xGb | 6svp2aaiJ7
  copy-hotlead-strict    | 1782387706 | 5   | -72.911 | 0.5 | -0.37956 | 0  | 5chWmYxgKU | 5hYsHp8HWF
  copy-hotlead-strict    | 1782389538 | 5   | -63.631 | 0.5 | -0.33316 | 0  | CV37tcCVRJ | 3iZG5TLva2
  copy-hotlead-strict    | 1782391486 | 5   | -83.91  | 0.5 | -0.43455 | 0  | 4K43JWbWcF | 3iZG5TLva2
  copy-hotlead-strict    | 1782393562 | 5   | -31.245 | 0.5 | -0.17123 | 0  | E7jfuQmMQt | 6svp2aaiJ7
  copy-hotlead-strict    | 1782396964 | 5   | 102.967 | 0.5 | 0.49983  | 0  | 192yaGfSk3 | Ex3BcKVGbN
  copy-hotlead-strict    | 1782397315 | 5   | -30.547 | 0.5 | -0.16774 | 0  | 3MUrFjQgPr | 6svp2aaiJ7
  copy-hotlead-strict    | 1782398966 | 5   | 109.329 | 0.5 | 0.53165  | 0  | AixKxcsoMX | 6svp2aaiJ7
  copy-hotlead-strict    | 1782399846 | 5   | 148.694 | 0.5 | 0.72847  | 0  | Ddi2j3nWfN | CHvWpTWTZX
  copy-hotlead-strict    | 1782400995 | 5   | -30.828 | 0.5 | -0.16914 | 0  | 4dGCo1k53G | 9pDr8if5s4
  copy-hotlead-strict    | 1782402462 | 5   | -91.321 | 0.5 | -0.47161 | 0  | 3MUrFjQgPr | 2bVqHKY1ED
  copy-hotlead-strict    | 1782402734 | 5   | 106.875 | 0.5 | 0.51938  | 0  | 58fGUikmrB | 6svp2aaiJ7
  copy-hotlead-strict    | 1782406609 | 5   | -38.044 | 0.5 | -0.20522 | 0  | EnPRwvRUSP | 5hYsHp8HWF
  copy-hotlead-strict    | 1782406897 | 5   | -3.691  | 0.5 | -0.03345 | 0  | Dh34viZUpM | 5wTqTAZSGW
  copy-hotlead-strict    | 1782409955 | 5   | 107.623 | 0.5 | 0.52312  | 0  | 6CGEykSSSG | 9pDr8if5s4
  copy-hotlead-strict    | 1782412407 | 5   | 101.437 | 0.5 | 0.49218  | 0  | DdrAWJx9cc | BdQjY2iBXu
  copy-hotlead-strict    | 1782413406 | 5   | -30.009 | 0.5 | -0.16504 | 0  | 4yum7nfMZ3 | 6FYgn2apNX
  copy-hotlead-strict    | 1782414911 | 5   | -32.882 | 0.5 | -0.17941 | 0  | 4dGCo1k53G | 2bVqHKY1ED
  copy-hotlead-strict    | 1782416311 | 5   | 122.827 | 0.5 | 0.59913  | 0  | 3svG4ReLDb | 9LxMdvs1m8
  copy-hotlead-strict    | 1782416510 | 5   | -30.87  | 0.5 | -0.16935 | 0  | 4KZyqnXWzX | 6svp2aaiJ7
  copy-hotlead-strict    | 1782423581 | 5   | -31.482 | 0.5 | -0.17241 | 0  | 3xWyTM2ens | 6svp2aaiJ7
  copy-hotlead-strict    | 1782424356 | 5   | -98.326 | 0.5 | -0.50663 | 0  | GSNxGV7KU8 | 6svp2aaiJ7
  copy-hotlead-strict    | 1782430103 | 5   | 128.033 | 0.5 | 0.62517  | 0  | FqyUkVeDRX | 6svp2aaiJ7
  copy-hotlead-strict    | 1782432157 | 5   | -36.26  | 0.5 | -0.1963  | 0  | 3gTUTGGWnZ | CHvWpTWTZX
  copy-hotlead-strict    | 1782434936 | 5   | 121.441 | 0.5 | 0.59221  | 0  | iuv59R3W45 | DSKEyfEeTy
